Korea, Death rates (period 1x1), 	Last modified: 11 Jul 2018;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  2005          59             0.003621        0.009722        0.006618
  2005          60             0.004468        0.012168        0.008179
  2005          61             0.004639        0.012079        0.008168
  2005          62             0.005384        0.015021        0.009946
  2005          63             0.005931        0.015925        0.010637
  2005          64             0.006465        0.017406        0.011541
  2005          65             0.007294        0.019505        0.012891
  2005          66             0.008133        0.021406        0.014154
  2005          67             0.009226        0.022891        0.015345
  2005          68             0.010636        0.026178        0.017481
  2005          69             0.012008        0.029080        0.019360
  2005          70             0.013587        0.032329        0.021465
  2005          71             0.016086        0.035608        0.024072
  2005          72             0.018246        0.037789        0.025992
  2005          73             0.021023        0.043127        0.029467
  2005          74             0.023070        0.045700        0.031286
  2005          75             0.027834        0.052405        0.036566
  2005          76             0.032335        0.059646        0.041937
  2005          77             0.036871        0.064360        0.046225
  2005          78             0.041642        0.071587        0.051671
  2005          79             0.048547        0.079624        0.058747
  2005          80             0.056477        0.091272        0.067955
  2005          81             0.057691        0.093253        0.069217
  2005          82             0.077362        0.111522        0.087988
  2005          83             0.078914        0.118536        0.090891
  2005          84             0.089524        0.125412        0.100255
  2005          85             0.101015        0.143436        0.113552
  2005          86             0.110045        0.157365        0.123536
  2005          87             0.129464        0.171937        0.140766
  2005          88             0.146631        0.206290        0.161362
  2005          89             0.160320        0.220064        0.174226
  2005          90             0.168937        0.224697        0.181249
  2005          91             0.198140        0.235667        0.205961
  2005          92             0.220920        0.275450        0.231963
  2005          93             0.228064        0.271835        0.236961
  2005          94             0.255648        0.287359        0.262153
  2005          95             0.254278        0.281719        0.259869
  2005          96             0.318364        0.331265        0.320789
  2005          97             0.333182        0.323492        0.331573
  2005          98             0.346453        0.368912        0.349970
  2005          99             0.343969        0.361743        0.346624
  2005         100             0.428445        0.427621        0.428333
  2005         101             0.461053        0.448664        0.459408
  2005         102             0.495801        0.469889        0.492385
  2005         103             0.530937        0.502931        0.527480
  2005         104             0.568787        0.570211        0.568944
  2005         105             0.613002        0.697207        0.620764
  2005         106             0.666021        1.066667        0.691470
  2005         107             0.746586        6.000000        0.785023
  2005         108             0.894661              .        0.894661
  2005         109             1.177033              .        1.177033
  2005         110+            2.520000              .        2.520000
  2006           0             0.003715        0.004420        0.004080
  2006           1             0.000411        0.000433        0.000423
  2006           2             0.000271        0.000306        0.000289
  2006           3             0.000206        0.000264        0.000236
  2006           4             0.000211        0.000179        0.000195
  2006           5             0.000183        0.000206        0.000195
  2006           6             0.000128        0.000194        0.000163
  2006           7             0.000156        0.000167        0.000162
  2006           8             0.000121        0.000140        0.000131
  2006           9             0.000099        0.000152        0.000126
  2006          10             0.000079        0.000144        0.000113
  2006          11             0.000066        0.000119        0.000094
  2006          12             0.000090        0.000168        0.000132
  2006          13             0.000164        0.000217        0.000192
  2006          14             0.000155        0.000217        0.000188
  2006          15             0.000127        0.000267        0.000201
  2006          16             0.000188        0.000306        0.000251
  2006          17             0.000240        0.000403        0.000326
  2006          18             0.000210        0.000426        0.000323
  2006          19             0.000267        0.000536        0.000407
  2006          20             0.000247        0.000455        0.000355
  2006          21             0.000292        0.000455        0.000376
  2006          22             0.000342        0.000505        0.000426
  2006          23             0.000340        0.000532        0.000439
  2006          24             0.000310        0.000562        0.000439
  2006          25             0.000393        0.000615        0.000507
  2006          26             0.000357        0.000569        0.000465
  2006          27             0.000370        0.000692        0.000535
  2006          28             0.000336        0.000755        0.000550
  2006          29             0.000387        0.000790        0.000592
  2006          30             0.000400        0.000747        0.000577
  2006          31             0.000416        0.000783        0.000603
  2006          32             0.000476        0.000851        0.000666
  2006          33             0.000488        0.000900        0.000698
  2006          34             0.000537        0.000894        0.000720
  2006          35             0.000569        0.001069        0.000824
  2006          36             0.000560        0.001190        0.000881
  2006          37             0.000644        0.001392        0.001022
  2006          38             0.000761        0.001518        0.001141
  2006          39             0.000808        0.001697        0.001263
  2006          40             0.000866        0.001950        0.001426
  2006          41             0.000888        0.002186        0.001549
  2006          42             0.000878        0.002264        0.001591
  2006          43             0.001116        0.002970        0.002073
  2006          44             0.001016        0.002676        0.001864
  2006          45             0.001266        0.003418        0.002352
  2006          46             0.001224        0.003920        0.002583
  2006          47             0.001449        0.003933        0.002710
  2006          48             0.001574        0.004346        0.002988
  2006          49             0.001511        0.004769        0.003167
  2006          50             0.001752        0.005258        0.003513
  2006          51             0.001996        0.005643        0.003827
  2006          52             0.002014        0.006009        0.004027
  2006          53             0.002401        0.006392        0.004397
  2006          54             0.002518        0.007503        0.005011
  2006          55             0.002385        0.007766        0.005074
  2006          56             0.002966        0.008372        0.005662
  2006          57             0.002981        0.008737        0.005847
  2006          58             0.003404        0.009143        0.006239
  2006          59             0.003674        0.010293        0.006927
  2006          60             0.003713        0.009905        0.006746
  2006          61             0.004288        0.012228        0.008100
  2006          62             0.004753        0.012853        0.008578
  2006          63             0.005391        0.014536        0.009700
  2006          64             0.005824        0.016284        0.010724
  2006          65             0.007034        0.017929        0.012061
  2006          66             0.007860        0.020176        0.013469
  2006          67             0.008673        0.022568        0.014932
  2006          68             0.009682        0.024475        0.016255
  2006          69             0.011233        0.028117        0.018604
  2006          70             0.013173        0.030493        0.020557
  2006          71             0.014714        0.033640        0.022587
  2006          72             0.016887        0.036115        0.024664
  2006          73             0.018463        0.039858        0.026838
  2006          74             0.022109        0.046684        0.031367
  2006          75             0.024871        0.048985        0.033491
  2006          76             0.030598        0.055611        0.039345
  2006          77             0.034449        0.064065        0.044673
  2006          78             0.038813        0.071154        0.049610
  2006          79             0.044551        0.078554        0.055699
  2006          80             0.052459        0.082594        0.062202
  2006          81             0.061146        0.096406        0.072514
  2006          82             0.063448        0.103026        0.075970
  2006          83             0.082616        0.119358        0.093755
  2006          84             0.089790        0.130418        0.101742
  2006          85             0.097938        0.138726        0.109790
  2006          86             0.109192        0.154435        0.122160
  2006          87             0.124707        0.164533        0.135717
  2006          88             0.141181        0.186121        0.152738
  2006          89             0.158712        0.207802        0.170342
  2006          90             0.171869        0.227221        0.184204
  2006          91             0.186086        0.221923        0.193710
  2006          92             0.218699        0.242023        0.223408
  2006          93             0.242251        0.269044        0.247507
  2006          94             0.252441        0.282085        0.258311
  2006          95             0.255548        0.308432        0.266105
  2006          96             0.282322        0.312943        0.288436
  2006          97             0.317212        0.393662        0.331282
  2006          98             0.343926        0.341284        0.343501
  2006          99             0.340061        0.411800        0.351047
  2006         100             0.395414        0.404906        0.396796
  2006         101             0.418799        0.426097        0.419795
  2006         102             0.442472        0.448947        0.443336
  2006         103             0.466334        0.472385        0.467140
  2006         104             0.489055        0.514749        0.492239
  2006         105             0.513634        0.625114        0.525377
  2006         106             0.546288        0.909988        0.574036
  2006         107             0.592186        1.664234        0.621263
  2006         108             0.687248              .        0.687248
  2006         109             0.962333              .        0.962333
  2006         110+            2.129032              .        2.129032
  2007           0             0.003575        0.004069        0.003830
  2007           1             0.000378        0.000445        0.000413
  2007           2             0.000221        0.000296        0.000260
  2007           3             0.000189        0.000234        0.000212
  2007           4             0.000197        0.000217        0.000207
  2007           5             0.000136        0.000190        0.000164
  2007           6             0.000173        0.000168        0.000170
  2007           7             0.000128        0.000203        0.000167
  2007           8             0.000100        0.000142        0.000122
  2007           9             0.000092        0.000105        0.000099
  2007          10             0.000080        0.000129        0.000106
  2007          11             0.000073        0.000141        0.000109
  2007          12             0.000111        0.000158        0.000136
  2007          13             0.000127        0.000142        0.000135
  2007          14             0.000140        0.000214        0.000180
  2007          15             0.000178        0.000289        0.000237
  2007          16             0.000178        0.000376        0.000283
  2007          17             0.000188        0.000518        0.000363
  2007          18             0.000206        0.000540        0.000382
  2007          19             0.000271        0.000464        0.000372
  2007          20             0.000321        0.000515        0.000422
  2007          21             0.000332        0.000431        0.000384
  2007          22             0.000394        0.000552        0.000476
  2007          23             0.000489        0.000583        0.000538
  2007          24             0.000466        0.000590        0.000530
  2007          25             0.000479        0.000696        0.000590
  2007          26             0.000502        0.000713        0.000610
  2007          27             0.000448        0.000827        0.000641
  2007          28             0.000417        0.000717        0.000571
  2007          29             0.000503        0.000711        0.000609
  2007          30             0.000537        0.000764        0.000653
  2007          31             0.000626        0.000793        0.000711
  2007          32             0.000599        0.000869        0.000737
  2007          33             0.000583        0.000921        0.000755
  2007          34             0.000566        0.000966        0.000770
  2007          35             0.000616        0.000984        0.000805
  2007          36             0.000697        0.001135        0.000921
  2007          37             0.000698        0.001253        0.000980
  2007          38             0.000706        0.001472        0.001094
  2007          39             0.000771        0.001561        0.001167
  2007          40             0.000827        0.001877        0.001364
  2007          41             0.000877        0.002057        0.001486
  2007          42             0.000956        0.002439        0.001711
  2007          43             0.000970        0.002565        0.001789
  2007          44             0.001164        0.002946        0.002083
  2007          45             0.001265        0.002917        0.002108
  2007          46             0.001398        0.003638        0.002528
  2007          47             0.001434        0.003723        0.002587
  2007          48             0.001515        0.004236        0.002894
  2007          49             0.001545        0.004666        0.003135
  2007          50             0.001667        0.004931        0.003324
  2007          51             0.001770        0.005200        0.003489
  2007          52             0.001986        0.005797        0.003897
  2007          53             0.002154        0.005940        0.004058
  2007          54             0.002163        0.006588        0.004371
  2007          55             0.002575        0.007560        0.005063
  2007          56             0.002503        0.007723        0.005105
  2007          57             0.002807        0.008349        0.005564
  2007          58             0.003179        0.009147        0.006142
  2007          59             0.003391        0.009798        0.006546
  2007          60             0.004012        0.010696        0.007289
  2007          61             0.004008        0.010194        0.007029
  2007          62             0.004613        0.012926        0.008589
  2007          63             0.005015        0.013000        0.008771
  2007          64             0.005785        0.015618        0.010397
  2007          65             0.006654        0.016976        0.011464
  2007          66             0.007432        0.018889        0.012686
  2007          67             0.008281        0.021785        0.014390
  2007          68             0.009005        0.023331        0.015408
  2007          69             0.010558        0.025848        0.017296
  2007          70             0.011887        0.029079        0.019321
  2007          71             0.013948        0.031297        0.021271
  2007          72             0.016623        0.035395        0.024348
  2007          73             0.017984        0.038051        0.026002
  2007          74             0.021285        0.042433        0.029455
  2007          75             0.024770        0.050672        0.034386
  2007          76             0.027174        0.054777        0.036874
  2007          77             0.033357        0.060355        0.042626
  2007          78             0.037950        0.067527        0.047970
  2007          79             0.042915        0.072790        0.052678
  2007          80             0.048233        0.081850        0.058979
  2007          81             0.055400        0.092597        0.067147
  2007          82             0.065184        0.104925        0.077670
  2007          83             0.069763        0.110155        0.082211
  2007          84             0.088412        0.129905        0.100651
  2007          85             0.094812        0.137405        0.106974
  2007          86             0.104506        0.153602        0.118324
  2007          87             0.119383        0.168815        0.133097
  2007          88             0.133090        0.183622        0.146612
  2007          89             0.151330        0.191653        0.161347
  2007          90             0.168653        0.213082        0.178793
  2007          91             0.185143        0.238310        0.196544
  2007          92             0.205950        0.277668        0.220654
  2007          93             0.227370        0.267522        0.235199
  2007          94             0.250351        0.312893        0.262214
  2007          95             0.270515        0.311450        0.278321
  2007          96             0.302423        0.325680        0.306934
  2007          97             0.303614        0.373083        0.317063
  2007          98             0.307829        0.315208        0.309141
  2007          99             0.367070        0.391178        0.370857
  2007         100             0.399382        0.430783        0.404025
  2007         101             0.424536        0.452198        0.428500
  2007         102             0.449117        0.476256        0.452764
  2007         103             0.473809        0.502025        0.477516
  2007         104             0.499082        0.530517        0.503202
  2007         105             0.522159        0.596745        0.531019
  2007         106             0.548987        0.835514        0.574468
  2007         107             0.592112        2.246445        0.652672
  2007         108             0.665396              .        0.665396
  2007         109             0.867888              .        0.867888
  2007         110+            2.132701              .        2.132701
  2008           0             0.003287        0.003531        0.003413
  2008           1             0.000337        0.000429        0.000384
  2008           2             0.000184        0.000299        0.000244
  2008           3             0.000203        0.000223        0.000213
  2008           4             0.000124        0.000175        0.000150
  2008           5             0.000141        0.000169        0.000156
  2008           6             0.000143        0.000146        0.000145
  2008           7             0.000135        0.000136        0.000136
  2008           8             0.000108        0.000162        0.000136
  2008           9             0.000096        0.000109        0.000103
  2008          10             0.000070        0.000129        0.000101
  2008          11             0.000096        0.000101        0.000099
  2008          12             0.000100        0.000163        0.000133
  2008          13             0.000123        0.000124        0.000124
  2008          14             0.000163        0.000165        0.000164
  2008          15             0.000161        0.000264        0.000216
  2008          16             0.000223        0.000321        0.000275
  2008          17             0.000156        0.000441        0.000308
  2008          18             0.000208        0.000486        0.000355
  2008          19             0.000250        0.000450        0.000355
  2008          20             0.000251        0.000468        0.000364
  2008          21             0.000345        0.000447        0.000398
  2008          22             0.000398        0.000600        0.000503
  2008          23             0.000435        0.000638        0.000541
  2008          24             0.000392        0.000686        0.000543
  2008          25             0.000479        0.000675        0.000579
  2008          26             0.000519        0.000708        0.000616
  2008          27             0.000447        0.000772        0.000614
  2008          28             0.000489        0.000802        0.000648
  2008          29             0.000483        0.000786        0.000638
  2008          30             0.000525        0.000679        0.000604
  2008          31             0.000550        0.000708        0.000631
  2008          32             0.000555        0.000796        0.000678
  2008          33             0.000579        0.000828        0.000706
  2008          34             0.000576        0.001022        0.000803
  2008          35             0.000584        0.001112        0.000853
  2008          36             0.000636        0.001222        0.000937
  2008          37             0.000706        0.001307        0.001013
  2008          38             0.000696        0.001441        0.001075
  2008          39             0.000787        0.001576        0.001186
  2008          40             0.000880        0.001822        0.001353
  2008          41             0.000918        0.001945        0.001443
  2008          42             0.000954        0.002185        0.001589
  2008          43             0.001012        0.002652        0.001847
  2008          44             0.001101        0.002689        0.001917
  2008          45             0.001287        0.003115        0.002229
  2008          46             0.001234        0.003127        0.002200
  2008          47             0.001362        0.003880        0.002631
  2008          48             0.001477        0.004222        0.002858
  2008          49             0.001581        0.004308        0.002962
  2008          50             0.001696        0.004730        0.003240
  2008          51             0.001924        0.005130        0.003549
  2008          52             0.001858        0.005309        0.003585
  2008          53             0.002102        0.006104        0.004105
  2008          54             0.002186        0.006509        0.004357
  2008          55             0.002270        0.006982        0.004616
  2008          56             0.002743        0.007933        0.005327
  2008          57             0.002827        0.008218        0.005508
  2008          58             0.002955        0.009012        0.005960
  2008          59             0.003369        0.009324        0.006317
  2008          60             0.003760        0.009935        0.006793
  2008          61             0.004178        0.011393        0.007704
  2008          62             0.003951        0.010778        0.007273
  2008          63             0.004796        0.013424        0.008906
  2008          64             0.005212        0.013758        0.009215
  2008          65             0.005895        0.015845        0.010538
  2008          66             0.006797        0.018354        0.012152
  2008          67             0.007356        0.019846        0.013048
  2008          68             0.008672        0.022213        0.014752
  2008          69             0.010087        0.024939        0.016674
  2008          70             0.011286        0.027105        0.018195
  2008          71             0.012689        0.031758        0.020855
  2008          72             0.015455        0.033950        0.023177
  2008          73             0.017661        0.039092        0.026378
  2008          74             0.018828        0.042048        0.027986
  2008          75             0.021954        0.046146        0.031162
  2008          76             0.025781        0.051452        0.035157
  2008          77             0.029120        0.055959        0.038385
  2008          78             0.035901        0.064278        0.045463
  2008          79             0.039590        0.072666        0.050575
  2008          80             0.046831        0.079958        0.057408
  2008          81             0.050928        0.093572        0.064207
  2008          82             0.059373        0.097622        0.071121
  2008          83             0.070510        0.109485        0.082427
  2008          84             0.074578        0.117397        0.087412
  2008          85             0.097311        0.146790        0.111458
  2008          86             0.099466        0.147607        0.112747
  2008          87             0.112087        0.164259        0.126247
  2008          88             0.124689        0.183952        0.140519
  2008          89             0.142303        0.202271        0.157752
  2008          90             0.156495        0.215185        0.170520
  2008          91             0.178570        0.238246        0.191616
  2008          92             0.206631        0.246340        0.214766
  2008          93             0.205368        0.239980        0.212199
  2008          94             0.230888        0.251453        0.234767
  2008          95             0.255408        0.300607        0.263667
  2008          96             0.277271        0.320794        0.285312
  2008          97             0.314919        0.336898        0.319059
  2008          98             0.338955        0.392724        0.349101
  2008          99             0.375186        0.400892        0.379652
  2008         100             0.379870        0.367711        0.378008
  2008         101             0.406731        0.384936        0.403525
  2008         102             0.433713        0.402992        0.429308
  2008         103             0.460036        0.424639        0.455266
  2008         104             0.487434        0.449922        0.482502
  2008         105             0.516109        0.479074        0.511245
  2008         106             0.542148        0.572356        0.545575
